time_h,load_kw
28.75,34.16881118089965
29.0,34.19800973863528
29.25,34.76979403681959
29.5,37.415549484500026
29.75,40.07726341318505
30.0,41.57488697869407
30.25,44.74596323684574
30.5,44.08840788944821
30.75,50.293659821062796
31.0,52.83740830561995
31.25,54.98263006663005
31.5,56.291103009818706
31.75,57.45022200878773
32.0,59.73052637819704
32.25,82.19803545444128
32.5,85.19682982424492
32.75,81.67802404973428
33.0,84.7187644998552
33.25,85.1090701349767
33.5,81.95278368366138
33.75,83.149704561213
34.0,84.95018518546314
34.25,85.66401921288562
34.5,85.43931093903704
34.75,88.54521294174147
35.0,88.32092713951108
35.25,83.6962102176688
35.5,86.55998699966071
35.75,88.85131665498993
36.0,87.7140833260557
36.25,92.66325429806633
36.5,91.8338335013283
36.75,90.67225115055354
37.0,94.50050676804001
37.25,95.05192674831974
37.5,94.32615422732769
37.75,95.02180722669435
38.0,93.54696646577206
38.25,95.63537681431315
38.5,96.76818002614714
38.75,95.19055341410927
39.0,93.95618772893765
39.25,92.97470896736793
39.5,91.22087797642097
39.75,87.63922319536499
40.0,87.5138056590594
40.25,64.62483860933791
40.5,65.85450285318211
40.75,60.23111443641438
41.0,55.68773006977284
41.25,51.87660088899568
41.5,52.98547215050355
41.75,46.365426797132216
42.0,45.44410194417295
42.25,43.72066652298424
42.5,42.67688556948493
42.75,40.845856499999236
43.0,36.470787470049906
43.25,37.33055019596006
43.5,37.418854948160906
43.75,41.25643240124164
44.0,40.08257699600983
44.25,38.88077328226782
44.5,39.54496074888719
44.75,39.38914398083571
45.0,40.38829431267244
45.25,38.16116186181997
45.5,39.099855769915685
45.75,40.13430502786016
46.0,41.71181444440544
46.25,42.23285938007677
46.5,40.076193421616324
46.75,39.70027522116422
47.0,38.31099121495956
47.25,37.941907584017926
47.5,36.70308632306965
47.75,35.692794540025105
48.0,34.81247961443288
48.25,37.15715479876063
48.5,33.92084317415579
48.75,33.40454116261602
49.0,35.62072041508278
49.25,33.9545125940413
49.5,35.84014004419972
49.75,37.47971280586579
50.0,35.605226636150995
50.25,36.57753713165185
50.5,36.817028733413515
50.75,37.256144442582695
51.0,34.2834437725216
51.25,34.9497800422079
51.5,35.408714089997176
51.75,36.043673652423266
52.0,33.68610181321269
52.25,35.44468597376417
52.5,34.78137638737441
52.75,33.37191117222389
53.0,33.995965019874994
53.25,34.263772457962574
53.5,35.486097498817145
53.75,41.31937686596268
54.0,43.136499908319855
54.25,45.904085709332165
54.5,43.71390552622655
54.75,48.23852963415166
55.0,51.778438242824876
55.25,54.86825579875176
55.5,55.00437347705285
55.75,57.554596990877215
56.0,60.46076769257466
56.25,83.35283972598572
56.5,88.1041136649346
56.75,84.93155480857226
57.0,83.23037020248198
57.25,85.0439094705263
57.5,81.96014797632702
57.75,83.57457662845707
58.0,84.95227634160328
58.25,86.03174626587948
58.5,82.71349620960166
58.75,84.97720403566635
59.0,85.75922867649643
59.25,84.52308241715576
59.5,87.62961886853245
59.75,88.05416576528002
60.0,87.65016364319844
60.25,92.98434900399347
60.5,90.68820190903148
60.75,89.34599679157893
61.0,95.56377364928066
61.25,93.60745559960037
61.5,93.38800348591174
61.75,97.89437450784148
62.0,98.12671657971683
62.25,94.95011809456113
62.5,96.45371362017742
62.75,93.76417905146991
63.0,95.55461085187036
63.25,91.00511237791663
63.5,91.474895729018
63.75,89.60150453784375
64.0,88.9136884957584
64.25,64.97390860264356
64.5,63.592210156230905
64.75,59.677605307268784
65.0,54.61106712206183
65.25,52.513140577073756
65.5,52.28606902725556
65.75,45.42514861220734
66.0,46.07227836437618
66.25,44.7741448669395
66.5,43.48710259258279
66.75,40.75154070691636
67.0,36.978926297968556
67.25,38.55624035281872
67.5,37.97523448893768
67.75,41.400338745192826
68.0,38.4061991411859
68.25,40.81394997762497
68.5,41.23695397747232
68.75,39.48916439378967
69.0,38.319235361270856
69.25,36.829367888472696
69.5,40.701925953838284
69.75,39.29076554294741
70.0,41.76320140933544
70.25,38.95251740110658
70.5,40.8203974659526
70.75,41.379164591099084
71.0,38.56871972979074
71.25,35.81945484433673
71.5,35.24313780664287
71.75,35.92478055166395
72.0,34.90349574976531
72.25,35.592222238452464
72.5,34.775911477992395
72.75,34.45183069367432
73.0,36.44888559338689
73.25,31.782459275969586
73.5,35.60841164641011
73.75,37.81966812576275
74.0,35.56364607703916
74.25,34.79814068901684
74.5,34.96972204403318
74.75,36.94020113301995
75.0,38.06096608771681
75.25,33.46463703922188
75.5,37.115772373988236
75.75,36.933961489724
76.0,34.50292983431259
76.25,34.72591090376104
76.5,33.531017672662514
76.75,35.998348484662415
77.0,34.54798876926829
77.25,36.4802534967061
77.5,36.9911824821568
77.75,40.75570571958765
78.0,44.34231899748372
78.25,45.00568076062772
78.5,44.696399382273505
78.75,48.63790129228765
79.0,52.068842875564584
79.25,53.92833518418026
79.5,55.817384053194
79.75,57.46068143999572
80.0,61.15262825336445
80.25,82.93396033834165
80.5,86.757886720868
80.75,83.80557918602184
81.0,85.9042597106876
81.25,86.06206752321413
81.5,81.8515497225108
81.75,84.09833046952235
82.0,83.46466414541813
82.25,84.30761280262497
82.5,84.95380848062199
82.75,86.26888428663183
83.0,87.20758727765634
83.25,83.67203097126027
83.5,88.72481537326827
83.75,87.36704504326497
84.0,87.85588414396945
84.25,93.39062102979727
84.5,93.6012423364948
84.75,91.42180350919436
85.0,91.14323702865427
85.25,95.19924490990466
85.5,94.55682263759896
85.75,96.47135126489285
86.0,96.83785909212763
86.25,94.05844644658174
86.5,96.23085915177435
86.75,94.01352982332276
87.0,92.24431880801082
87.25,93.46791850439838
87.5,92.08853018766077
87.75,89.67075094762542
88.0,87.90797875976997
88.25,66.16382836383987
88.5,64.79450467673598
88.75,61.28537913577594
89.0,55.08364175873519
89.25,53.04987130636444
89.5,51.19055387288992
89.75,45.832947150786
90.0,45.448217309378684
90.25,44.14482291347316
90.5,44.331497511824615
90.75,39.341248216538744
91.0,36.80076192007111
91.25,40.03761150738628
91.5,37.953204293667966
91.75,40.2615944662292
92.0,38.70579193143058
92.25,39.5651668591797
92.5,39.675025130557735
92.75,40.43227843167016
93.0,39.93908655353215
93.25,38.78359942734618
93.5,40.064899502073516
93.75,41.355669418146356
94.0,41.07789631707779
94.25,38.69358109601426
94.5,41.49721334591156
94.75,40.4670448219279
95.0,39.787030858548256
95.25,37.6005303366472
95.5,33.377161061227426
95.75,34.620666539201565
96.0,33.594388998450015
96.25,34.901574216493
96.5,35.46752546221628
96.75,34.82345602438462
97.0,35.25366779972229
97.25,32.936351833008516
97.5,33.53515847428715
97.75,37.69750928978068
98.0,34.79587605371373
98.25,35.629441042054744
98.5,37.42839745273304
98.75,36.75044708136452
99.0,37.09374895892848
99.25,35.22770981825308
99.5,36.782009065891515
99.75,36.55781344997701
100.0,34.38464276630998
100.25,35.97558551112194
100.5,34.68600232043581
100.75,34.30456271773888
101.0,34.48650078301269
101.25,34.48210309938077
101.5,35.696228425850975
101.75,41.14613808268215
102.0,40.605324100261775
102.25,43.27021527381466
102.5,42.38622580803363
102.75,46.60085612597406
103.0,51.3240326195502
103.25,55.37519290720828
103.5,54.54291605221657
103.75,58.836775145052435
104.0,61.459495407657585
104.25,84.4522975281145
104.5,85.51750169267454
104.75,84.40829608685999
105.0,84.1757402114749
105.25,84.49389460824801
105.5,82.8291896259653
105.75,82.68474712985554
106.0,83.7485374842793
106.25,84.46787595691681
106.5,84.24616506672386
106.75,87.35212030690012
107.0,86.52433619085805
107.25,85.0785758059606
107.5,87.65148934123448
107.75,89.05830228110929
108.0,88.3959377706783
108.25,91.24770573239849
108.5,93.3742272919566
108.75,90.20804132416119
109.0,92.90062629887882
109.25,93.82512576958472
109.5,93.83050578767883
109.75,96.48535142021508
110.0,95.03240506954
110.25,96.45034672566896
110.5,97.18388443089431
110.75,94.74328515605757
111.0,93.48312705660038
111.25,90.51511163949914
111.5,92.7873959915321
111.75,88.49267878968476
112.0,89.59351486586915
112.25,65.73344178705614
112.5,63.5948955905436
112.75,61.40127700968507
113.0,56.8002534261628
113.25,54.856508596136464
113.5,52.12328027276208
113.75,46.14066642434343
114.0,46.67697999929743
114.25,42.915768016352324
114.5,43.664743637532574
114.75,40.3739214505633
115.0,37.23967916184824
115.25,37.7227871537779
115.5,37.10722502917156
115.75,39.01086104752823
116.0,37.386101626609786
116.25,38.26210638375505
116.5,39.37040748834831
116.75,41.04054900366269
117.0,40.188285940872916
117.25,36.97968824411449
117.5,39.85849145320038
117.75,38.62093808144995
118.0,40.998694167903736
118.25,40.88242903749616
118.5,40.51213010136981
118.75,40.585485769000705
119.0,40.743001946939586
119.25,35.14904142564427
119.5,34.98575966464862
119.75,38.46998747990354
120.0,35.41874667819414
120.25,37.128925013124594
120.5,35.11940903437249
120.75,34.88004527690164
121.0,34.92061042600104
121.25,34.17871013573668
121.5,35.065779514194375
121.75,38.07345706334785
122.0,34.41611489816629
122.25,35.83564050665156
122.5,37.81173083095768
122.75,36.97873705654307
123.0,36.04736713999693
123.25,35.45246402344671
123.5,35.94327130474363
123.75,38.19803383831204
124.0,32.732848095926315
124.25,35.44320204634634
124.5,31.874661849894395
124.75,33.20324305973625
125.0,35.32919575709449
125.25,35.64312687326784
125.5,35.094290359894316
125.75,38.81411558461718
126.0,39.63385563347428
126.25,44.02319209395679
126.5,46.28882621772385
126.75,49.36935651728601
127.0,51.44272477365589
127.25,55.09083921698085
127.5,53.2668417656047
127.75,58.34166170041295
128.0,60.46975538396253
128.25,83.03851074402577
128.5,86.37744574909077
128.75,83.39935542352664
129.0,84.75193957114878
129.25,84.64292054984472
129.5,84.32140538657458
129.75,85.79422059004455
130.0,83.66652181836153
130.25,83.93819698927668
130.5,84.77836438366549
130.75,85.44000648903908
131.0,89.31033909830165
131.25,84.24321262580848
131.5,90.14707885666272
131.75,88.71509100945154
132.0,88.78525324468872
132.25,94.64332957991593
132.5,92.08415982294395
132.75,89.87191994104496
133.0,92.98596232922401
133.25,95.34721213151754
133.5,92.91902999218587
133.75,96.69493188217128
134.0,94.68287809285867
134.25,97.26949738412004
134.5,94.42770227206499
134.75,92.63605772542523
135.0,92.13944505623067
135.25,91.16573998998092
135.5,91.96783947606906
135.75,88.64494033633225
136.0,88.22554485234376
136.25,65.1908798024936
136.5,63.92942136136689
136.75,60.04396507369566
137.0,55.55609050693555
137.25,53.44219403746819
137.5,52.4389370752854
137.75,46.53700927377761
138.0,45.8971578426397
138.25,45.796502351850734
138.5,43.24457909386181
138.75,40.09270108018258
139.0,36.17224337003331
139.25,37.52389328914947
139.5,37.45232073487945
139.75,40.1950471702886
140.0,38.432805357947316
140.25,39.05507679719209
140.5,39.71474113354923
140.75,38.33778256380346
141.0,39.98247713498559
141.25,38.68119203275707
141.5,39.3511346933274
141.75,38.37510017313556
142.0,41.83148592677363
142.25,40.88507697556688
142.5,38.44483172497937
142.75,40.85676399690032
143.0,39.941186226279605
143.25,35.39128486529892
143.5,35.1692639951238
143.75,34.41749126804992
144.0,36.53185303558104
144.25,36.94366049157786
144.5,34.77537152189632
144.75,34.66272251941092
145.0,32.56747165459386
145.25,33.19277005663555
145.5,35.55148299076767
145.75,36.571022682963445
146.0,35.98204856998272
146.25,37.16735180108613
146.5,35.549829107082466
146.75,35.774742245220644
147.0,36.569064241862556
147.25,36.609614592637634
147.5,35.02957004775014
147.75,37.51152283515383
148.0,36.38555303095455
148.25,34.12705026628572
148.5,32.58440463817256
148.75,34.27469728350262
149.0,33.44474511442517
149.25,35.560543179049795
149.5,36.055430312999945
149.75,38.54165698101595
150.0,43.113794874216744
150.25,43.98914871453377
150.5,45.14285842241769
150.75,48.30688470938544
151.0,51.36568177660314
151.25,55.16689061828507
151.5,55.59072660093608
151.75,59.08708442704678
152.0,58.68468059356198
152.25,83.66264583577507
152.5,84.55233157572628
152.75,83.28998630887885
153.0,82.65987911764174
153.25,85.77761497961853
153.5,82.61699107385665
153.75,82.88264899216003
154.0,85.35049147449534
154.25,85.06753716666799
154.5,82.82860324595237
154.75,87.0825293247552
155.0,87.46586528466536
155.25,84.71785601167161
155.5,88.96094672807061
155.75,87.96393925851747
156.0,88.99816071476594
156.25,92.5451592110813
156.5,92.03429197817191
156.75,92.17568467677326
157.0,92.39394048473993
157.25,92.4820978499449
157.5,96.09572605937828
157.75,98.60678893212716
158.0,94.81638014502708
158.25,94.18484668276629
158.5,96.51147860076952
158.75,93.13640055068873
159.0,93.6359893664425
159.25,90.87858141442302
159.5,92.29973471743659
159.75,89.3486743370681
160.0,86.98451680147247
160.25,66.04926140556854
160.5,65.77871810269284
160.75,61.22446144807583
161.0,54.511915703967986
161.25,52.637524852675185
161.5,52.669155904597865
161.75,44.249804225519135
162.0,45.76513054480834
162.25,43.37096509965686
162.5,45.179498277870366
162.75,40.225611564712196
163.0,38.5936585615102
163.25,37.4524152619453
163.5,39.284051689283324
163.75,41.40324474731075
164.0,37.634438491734606
164.25,38.89817778333132
164.5,40.87611791182867
164.75,38.77952613694657
165.0,37.39032992179586
165.25,37.92421653397867
165.5,38.60835990595691
165.75,38.68567537913639
166.0,41.20147023625871
166.25,38.99145117206526
166.5,38.27730064507374
166.75,41.406811088410244
167.0,39.15643171803554
167.25,33.726235309966114
167.5,35.76426463889449
167.75,36.14468350858195
168.0,34.481792111532386
168.25,34.378880295460185
168.5,35.86369675251362
168.75,34.648618804132276
169.0,37.35999590307781
169.25,34.76930631562582
169.5,36.23296505218181
169.75,37.47622777428174
170.0,36.08442795455285
170.25,35.795140471586286
170.5,37.978168835076964
170.75,36.090882730668554
171.0,35.89820840060866
171.25,34.51939527322603
171.5,37.04274608146903
171.75,38.76086115314362
172.0,34.10541368699214
172.25,35.3540356866719
172.5,34.179551068888195
172.75,34.45254238995055
173.0,34.91738718042047
173.25,32.496164600677105
173.5,34.987065546262215
173.75,39.53420270669663
174.0,40.27802845892979
174.25,43.603049157520616
174.5,42.953255089630524
174.75,48.733367591303534
175.0,53.115262951365644
175.25,54.380698356289834
175.5,53.79698639832799
175.75,58.58203052189705
176.0,61.41945153238814
176.25,82.1486525797319
176.5,84.67606474347923
176.75,83.61325915656481
177.0,83.86207743730999
177.25,85.97877752278495
177.5,83.40994318636874
177.75,84.86694729051011
178.0,83.6015932239723
178.25,84.81380799420297
178.5,83.23189003298211
178.75,84.41545955163001
179.0,86.3430397583664
179.25,85.37149737297534
179.5,88.34108089817403
179.75,87.56132491099876
180.0,88.43084548444268
180.25,94.20663041559533
180.5,90.1651924550162
180.75,89.3164033470666
181.0,92.5116400953571
181.25,96.35605704759473
181.5,94.76737604728568
181.75,96.82477821998138
182.0,94.08148849135019
182.25,95.00214884811595
182.5,97.26977629368817
182.75,93.48089783146484
183.0,94.37465202632889
183.25,91.80429846541642
183.5,91.99831730141474
183.75,88.98228604668712
184.0,89.2566898103767
184.25,66.15707295581814
184.5,62.106161126355175
184.75,58.80523256029792
185.0,55.850986263688
185.25,53.96725316034465
185.5,51.033276118115964
185.75,44.120640424480726
186.0,45.699774662838244
186.25,44.6922672754702
186.5,45.12926778734864
186.75,40.916081870618605
187.0,36.55405425380499
187.25,37.66302533814245
187.5,38.70824381415118
187.75,40.784579779634264
188.0,37.48841783387058
188.25,40.769537319557664
188.5,41.448767477069204
188.75,40.2393665247886
189.0,38.161442173156495
189.25,38.7967986847534
189.5,40.15040941024732
189.75,39.47056194200432
190.0,42.5327232729876
190.25,41.33247453094205
190.5,40.63297322069875
190.75,41.561650536256934
191.0,40.01994182220733
191.25,34.5073685220725
191.5,35.06304167969691
191.75,35.31612179445858
192.0,33.91582597792885
192.25,37.37752712581925
192.5,36.756884197084986
192.75,35.65848878186746
193.0,35.23260703724961
193.25,35.69974283785354
193.5,35.85731509152162
193.75,37.84595298128808
194.0,34.17418071689008
194.25,35.56704657483697
194.5,36.786829754936186
194.75,35.30955353247137
195.0,36.282418761736025
195.25,34.918768880281206
195.5,38.04950552693469
195.75,38.1567000413603
196.0,34.57569961923291
196.25,36.02759672426607
196.5,33.90968622312259
196.75,34.495389905167904
197.0,32.88290632989229
197.25,34.59689001368922
197.5,35.06767233652659
197.75,39.06630350173493
198.0,43.109606285863464
198.25,44.957952261822655
198.5,42.08170369410837
198.75,48.811787608327236
199.0,52.9979984456053
199.25,55.68498274637686
199.5,55.85363696148438
199.75,58.677898270012044
200.0,59.52523258297764
200.25,82.04091256848875
200.5,85.93124453215104
200.75,83.43399023165576
201.0,85.37094466464586
201.25,86.43127248241755
201.5,83.29136132163286
201.75,82.92107776355968
202.0,84.31756474100204
202.25,85.04312383980177
202.5,83.24049680195586
202.75,85.05345636765648
203.0,88.159402521205
203.25,84.18179059629006
203.5,88.06396719666664
203.75,88.89505802694953
204.0,88.12503184123682
204.25,93.32271594722438
204.5,92.71913432324024
204.75,89.67361303587835
205.0,92.95328541338695
205.25,96.33265512079086
205.5,93.3227095516321
205.75,93.94080653054962
206.0,93.3598042572339
206.25,96.15079466996315
206.5,96.85287985499816
206.75,93.30501264510427
207.0,95.04010303639326
207.25,89.31913502324194
207.5,92.11610744939094
207.75,90.38560516358558
208.0,87.35114165640006
208.25,64.97025816208377
208.5,62.973141203518324
208.75,60.15815506956124
209.0,54.522978861013456
209.25,54.20701335076721
209.5,53.89128581311682
209.75,45.644536605986204
210.0,47.50580005589551
210.25,43.79700552610429
210.5,45.085364291615406
210.75,40.306485648863664
211.0,37.05682877643683
211.25,38.921630432370144
211.5,41.87564620184806
211.75,41.93513005836431
212.0,37.796221209647925
212.25,39.689779538970235
212.5,39.301766537912734
212.75,38.61356765833196
213.0,39.99089393085773
213.25,37.97286494822727
213.5,39.789358915261225
213.75,39.04200153966556
214.0,41.61964113254926
214.25,41.12206928551693
214.5,37.955992051689
214.75,41.591316921494254
215.0,38.69713099437492
215.25,34.84868051622727
215.5,34.92100935842767
215.75,35.956294756622164
216.0,34.50216077099658
216.25,36.5267423641864
216.5,33.685713689828376
216.75,33.892324432799285
217.0,34.39251948546073
217.25,34.30253044656155
217.5,36.12412619556704
217.75,36.63526275476676
218.0,35.99193476480829
218.25,35.23305763867283
218.5,34.83449757319986
218.75,34.653614208908806
219.0,36.32129658062331
219.25,34.77753112635166
219.5,36.14852424671541
219.75,37.234504256316676
220.0,34.78981401965162
220.25,36.726459024313286
220.5,32.75436894410083
220.75,33.52633229706266
221.0,32.872009669393194
221.25,35.03685855846486
221.5,37.05871797182555
221.75,39.885279602418564
222.0,40.09668462715628
222.25,42.86269473927904
222.5,43.03537448268044
222.75,48.37674335832715
223.0,51.593908432450654
223.25,54.664340130461454
223.5,54.5160537877767
223.75,59.68832467365399
224.0,59.69426060526542
224.25,82.26229343637127
224.5,86.06551516592114
224.75,81.51906812736448
225.0,84.4733052583608
225.25,85.43384601580175
225.5,83.27614748824587
225.75,85.7535597495698
226.0,84.01446389271823
226.25,86.88619081551532
226.5,83.21714859811716
226.75,84.35433403076391
227.0,87.97643728722991
227.25,83.6095031373819
227.5,87.94027743257851
227.75,88.98063849266158
228.0,89.08260651001615
228.25,92.45644385799177
228.5,93.43333544543451
228.75,91.97054979499106
229.0,94.87082829381566
229.25,95.42429158800012
229.5,95.84821777645207
229.75,94.1766625515461
230.0,94.90374286184796
230.25,95.25467946706306
230.5,96.94118843809285
230.75,92.85117428133266
231.0,93.65975536551504
231.25,93.87414433654892
231.5,91.55045377853973
231.75,89.23795927897223
232.0,88.24665309136753
232.25,65.42577796183049
232.5,63.73204980118302
232.75,61.50082518161193
233.0,56.014548401583674
233.25,54.42692206468604
233.5,52.36351921953847
233.75,46.57002271706195
234.0,44.449875332645476
234.25,43.673552306704046
234.5,44.27196272979791
234.75,41.265752936934305
235.0,37.13738068318573
235.25,39.44254991929526
235.5,39.187559231474346
235.75,42.284150741778845
236.0,38.7928448965565
236.25,38.365083353123346
236.5,39.999440331930096
236.75,36.17272346538039
237.0,39.46517830735067
237.25,34.29336653524133
237.5,37.787319593344
237.75,39.47978491874126
238.0,41.760587343210624
238.25,39.53467460794084
238.5,39.18085694251548
238.75,42.29528524149885
239.0,39.19512028263255
239.25,38.533899964189665
239.5,34.97750074911001
239.75,36.280349930188976
240.0,36.812541334067475
240.25,35.826737622711846
240.5,34.02554487550848
240.75,34.18954072987756
241.0,34.94178288420364
241.25,32.98437606469932
241.5,35.58942983957897
241.75,36.900963610392864
242.0,36.1920098445395
242.25,35.204667144523384
242.5,36.4436480773642
242.75,36.50602371868326
243.0,36.55673789195879
243.25,35.61531264382779
243.5,35.252232131620666
243.75,36.22089908022562
244.0,35.66893339554397
244.25,35.366472542260254
244.5,32.44863175242152
244.75,35.14211659934656
245.0,34.428703333313265
245.25,33.21722663403944
245.5,36.043252308642714
245.75,41.052202133086446
246.0,42.972770923022196
246.25,45.19866908565081
246.5,42.4641421073857
246.75,49.26551240081856
247.0,51.69967730023493
247.25,54.14296884875589
247.5,55.69835572801887
247.75,60.11825957378481
248.0,62.16464796554715
248.25,84.43941926735272
248.5,85.4769054457705
248.75,83.40743036031694
249.0,84.85043642482503
249.25,85.45247078137494
249.5,83.55435416607557
249.75,84.98903677429674
250.0,84.57738869198701
250.25,84.09660570861757
250.5,83.0281069815094
250.75,86.26526085346788
251.0,87.90951099743505
251.25,85.02595831456901
251.5,89.3621125225942
251.75,88.20876372974848
252.0,89.28327258499583
252.25,93.45745416170442
252.5,91.21111721347664
252.75,92.25534682815616
253.0,92.93378179349546
253.25,93.23978283768922
253.5,93.43974535478009
253.75,95.03641581884183
254.0,95.27382272913395
254.25,95.84783421784024
254.5,96.48513060932487
254.75,94.04232546601187
255.0,94.16578856865748
255.25,92.30801732698916
255.5,92.1300020322888
255.75,89.44030162978424
256.0,86.37096907951432
256.25,64.9856264216092
256.5,61.545823056257476
256.75,61.08856104243657
257.0,54.84460789381215
257.25,53.82506034187239
257.5,53.241533530350424
257.75,46.183250879278724
258.0,45.10037876443414
258.25,44.24659016166541
258.5,42.80375562759001
258.75,40.39839164707381
259.0,37.91190726735145
259.25,37.99838461373788
259.5,39.50247116172303
259.75,41.76124585221182
260.0,37.54869392246857
260.25,39.69467579691178
260.5,40.36216542036858
260.75,39.20524372860583
261.0,38.31996911293797
261.25,37.08257334188055
261.5,38.973120423846396
261.75,39.570610781092235
262.0,40.32743283854243
262.25,41.134615636700644
262.5,38.651203455516026
262.75,40.72067566844587
263.0,39.78879816877923
263.25,38.7361097968456
263.5,33.602104946765984
263.75,37.34432831979784
264.0,35.345509349556146
264.25,36.10688242453438
264.5,35.14623676958749
264.75,34.74399499976708
265.0,34.823708516031715
265.25,35.803167898358346
265.5,35.388790766695074
265.75,38.77539027656955
266.0,34.623284967139035
266.25,35.109803423936846
266.5,35.65448127422155
266.75,37.067229369653354
267.0,37.778741830479156
267.25,34.92114226431716
267.5,36.05505866158614
267.75,36.14786974977897
268.0,34.33496152658913
268.25,34.18601515474346
268.5,32.95259585829957
268.75,34.92508993607259
269.0,35.284346725021976
269.25,37.55715275252565
269.5,35.22718550810821
269.75,41.751919197303515
270.0,42.84213695171758
270.25,44.41543995514304
270.5,44.3010056572026
270.75,48.99638872950232
271.0,52.1126927853176
271.25,54.21742584465387
271.5,53.429690458800295
271.75,57.0953598605885
272.0,61.023522794228015
272.25,82.8479113057611
272.5,84.99055072774452
272.75,83.06321582401374
273.0,84.87854580595642
273.25,85.51165677510187
273.5,82.76753504152306
273.75,85.39157659806949
274.0,86.21585684099458
274.25,85.3204493003141
274.5,84.41624355868935
274.75,86.87331047254794
275.0,89.0366170226396
275.25,85.2998475148133
275.5,89.29038032746689
275.75,89.10326576599259
276.0,87.42968674681897
276.25,93.7793347151056
276.5,91.09011632926156
276.75,90.01844258184487
277.0,94.73809160506046
277.25,95.7350983435686
277.5,95.97218735405224
277.75,95.78578659583286
278.0,94.06940056919964
278.25,95.88124752631613
278.5,96.92399387420603
278.75,93.5016122168694
279.0,94.95959368622147
279.25,91.63069903134144
279.5,92.07220804676304
279.75,87.8355398123474
280.0,88.92923969933558
280.25,65.3531732240593
280.5,62.97621978246243
280.75,60.816671753463915
281.0,54.66506511952127
281.25,52.50937293774561
281.5,53.82524037989698
281.75,45.88202982871847
282.0,45.356843731653704
282.25,41.66397809150953
282.5,42.43746591293485
282.75,40.1367108740608
283.0,36.23991827421404
283.25,39.9378635531051
283.5,38.53185474708431
283.75,42.372288732837774
284.0,38.565190373649756
284.25,38.75800950511596
284.5,39.57480262728457
284.75,39.10711409285463
285.0,40.80108757401548
285.25,35.6221686337049
285.5,37.50923725631074
285.75,38.484845486744156
286.0,41.2975858878814
286.25,41.38720781284479
286.5,40.3660461824219
286.75,40.54049834000415
287.0,40.69819410744699
287.25,37.32117505493941
287.5,35.16347843355792
287.75,36.83497132579455
288.0,35.468312199001
288.25,35.13422747973554
288.5,35.72570569519929
288.75,34.409881304150524
289.0,34.978733467148224
289.25,35.82207128909046
289.5,33.39438978237971
289.75,36.225471534230735
290.0,34.08058166097769
290.25,34.806794622769324
290.5,36.47183565674574
290.75,35.10488000153279
291.0,35.348457841241796
291.25,34.137656765614445
